longitude,latitude,Location,Cult,Image
3.41797801,6.441162466,"Lagos, Nigeria",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
7.033335364,5.483335017,"Owerri, Nigeria",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
5.291268774,52.13263793,"Holland, Netherlands",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
174.7633336,-36.84845657,"Auckland, New Zealand",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
174.1646179,-35.18436599,"Bay of Islands, New Zealand",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
175.2792534,-37.78699881,"Hamilton, New Zealand",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-80.78212322,8.537982237,Panama,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-77.06220038,-12.04781492,"Lima, Peru",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-79.02879514,-8.111998497,"Trujillo, Peru",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.0451748,10.66875258,"Abuyog, Leyte, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
122.9689603,10.64074187,"Bacolod City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
121.7740174,12.8797217,"Bagaobawan, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
124.7240024,7.49100402,"Banisilan, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
124.8525675,10.65214216,"Baybay, Leyte, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.9984973,8.178774837,"Bunawan, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.5406234,8.947540434,"Butuan City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
124.631899,8.454238906,"Cagayan de Oro City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.4553416,7.190708209,"Davao City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
121.7740181,12.87972558,"Diatagon, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
124.4473563,10.91795373,"Isabel, Leyte, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.5529447,9.329360242,"Jabonga, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.6278394,7.619500072,"Kapalong, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
124.8789721,7.638120414,"Kiara, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.0911343,7.010610991,"Kidapawan City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
120.9842244,14.59951606,"Manila, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.0042061,7.766233672,"Maramag, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
126.2467533,6.94376398,"Mati, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
126.1562064,7.255225653,"Pantukan, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.8996967,8.583314518,"Prosperidad, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
120.3488899,15.92805885,"San Carlos City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
120.5768369,15.86714073,"Sto. Tomas, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.0000013,11.25000072,"Tacloban City, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
126.150005,8.96667139,"Tago, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
125.8094275,7.448212463,"Tagum, Philippines",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-8.224453902,39.39987246,Portugal,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
30.1863541,-1.755762753,"Giti, Rwanda",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
29.63333597,-1.499997581,"Musanze, Rwanda",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
30.12140167,-1.95557377,"Remera, Rwanda",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
15.13353671,58.32269531,"Mjölby, Sweden",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
103.8198393,1.35208465,Singapore,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-89.20180697,13.70688285,"San Salvador, El Salvador",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
1.212504001,6.137778117,"Lomé, Togo, El Salvador",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-175.1999996,-21.13332888,"Nuku'alofa, Tonga",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-61.22250141,10.69180529,"Trinidad, Trinidad and Tobago",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
32.58111142,0.313613665,"Kampala, Uganda",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-6.280375029,54.86538249,"Ballymena, Northern Ireland, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-0.362441058,51.70506456,"Bricketwood, St. Albans, Hertfordshire, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-1.519692604,52.40682438,"Coventry, West Midlands, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-2.238153049,51.86424953,"Gloucester, Gloucestershire, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-4.382648664,54.31738797,"Isle of Man: Ramsey, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-0.133897164,51.52814138,"London, Euston, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-1.147616779,52.967817,"Nottingham, East Midlands, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-2.703088968,53.76320139,"Preston, Lancashire, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-1.470084468,53.38113109,"Sheffield, South Yorkshire, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-3.942226095,56.11698729,"Stirling, Scotland, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
0.275684694,51.19504504,"Tonbridge, Kent, UK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-56.18194042,-34.88360853,"Montevideo, Uruguay",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-172.1046248,-13.75902649,Samoa,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
18.42405773,-33.92486739,"Cape Town, South Africa",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
30.98260059,-29.89764735,"Durban/KZN South Coast, South Africa",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
27.86666789,-32.9833312,"East London, South Africa",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
27.97176243,-26.17043775,"Johannesburg/Pretoria, South Africa",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
32.63622333,-10.15350643,"Isoka, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
26.23046252,-13.71458311,"Kasumpa, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
28.2871705,-15.40819296,"Lusaka, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
26.608167,-15.03687454,"Mapoko, Mumbwa, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
28.25266527,-12.51780872,"Mufulira, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
24.80000469,-13.68333052,"Mufumbwe, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
26.60816742,-15.036875,"Nalubanda North, Mumbwa, Zambia",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
31.05396232,-17.82921664,"Harare, Zimbabwe",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-70.87333081,42.89361362,"Seabrook, NH",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-83.74303353,42.28082802,"Ann Arbor, MI",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
